Age,Gender,City,Position ,Total_Y,Level,Num_Skill,Main_Tech,Current_Salary,Prev_Salary,Status,MaxComp_size,Company_type
32,Male,Berlin,Software Engineer,10,Middle,1,Python,62000,0,Full-time,1000,Production
26,Male,Berlin,Software Engineer,5,Middle,2,Python,69000,60000,Full-time,1000,Production
30,Male,Berlin,Software Engineer,4,Middle,1,Python,58000,55000,Full-time,1000,Production
36,Male,Berlin,Software Engineer,17,Senior,1,Python,124000,0,Full-time,1000,Production
29,Male,Berlin,Software Engineer,7,Senior,1,Python,64000,60000,Full-time,1000,Startup
37,Male,Berlin,Software Engineer,8,Senior,1,Python,76900,70000,Full-time,1000,Production
39,Male,Berlin,Software Engineer,15,Senior,1,Python,70000,70000,Full-time,1000,Production
37,Male,Berlin,Software Engineer,11,Senior,1,Python,73000,67000,Full-time,1000,Production
31,Male,Berlin,Software Engineer,4,Senior,1,Python,68000,64000,Full-time,1000,Startup
31,Male,Berlin,Software Engineer,7,Team Lead,1,Python,76000,69000,Full-time,1000,Startup
30,Male,Berlin,Software Engineer,10,Team Lead,1,Python,78000,75000,Full-time,1000,Startup
31,Male,Berlin,Software Engineer,10,Team Lead,1,Python,82000,0,Full-time,1000,Startup
35,Male,Berlin,Data Scientist,5,Middle,1,R,49000,48000,Full-time,1000,Production
35,Female,Berlin,Software Engineer,2,Junior,1,React,40000,38000,Full-time,1000,Startup
28,Male,Berlin,Software Engineer,7,Middle,2,React,62000,63000,Full-time,1000,Production
42,Male,Berlin,Software Engineer,18,Senior,2,React,850000,75000,Full-time,1000,Production
26,Male,Berlin,Software Engineer,7,Senior,1,Ruby,80000,82000,Full-time,1000,Production
35,Male,Berlin,Software Engineer,10,Senior,1,Ruby,75000,72000,Full-time,1000,Production
30,Male,Berlin,Software Engineer,6,Senior,1,Ruby,75000,65000,Full-time,1000,Production
32,Male,Berlin,Software Engineer,10,Senior,1,Ruby,72000,0,Full-time,1000,Production
29,Male,Berlin,Software Engineer,10,Senior,1,Ruby,80000,0,Full-time,1000,Production
34,Male,Berlin,Software Engineer,16,Team Lead,1,Ruby,91000,91000,Full-time,1000,Startup
28,Male,Berlin,Data Scientist,5,Middle,1,Scala,65000,60000,Full-time,1000,Production
26,Male,Berlin,Software Engineer,5,Middle,1,Scala,63000,56500,Full-time,1000,Production
25,Female,Berlin,Software Engineer,4,Middle,3,Scala,65000,0,Full-time,1000,Production
30,Male,Berlin,Software Engineer,10,Senior,1,Scala,72000,70000,Full-time,1000,Production
29,Male,Berlin,Software Engineer,8,Senior,1,Scala,72000,0,Full-time,1000,Startup
30,Female,Berlin,Software Engineer,8,Senior,2,Scala,75000,65000,Full-time,1000,Production
32,Male,Berlin,Software Engineer,9,Senior,1,Scala,90000,87000,Full-time,1000,Production
36,Male,Berlin,Software Engineer,16,Team Lead,1,Scala,120000,120000,Full-time,1000,Startup
39,Male,Berlin,Data Scientist,7,Senior,1,Others,70000,65000,Full-time,1000,Startup
32,Female,Berlin,Admin,10,Team Lead,1,Software Quality Assurance,65000,0,Full-time,1000,Production
28,Male,Berlin,Data Scientist,5,Middle,1,Software Quality Assurance,60000,58000,Full-time,1000,Production
40,Male,Berlin,Software Engineer,14,Team Lead,1,Spring,135000,65000,Self-employed,1000,Production
40,Male,Berlin,Admin,13,Senior,1,SQL,70000,0,Full-time,1000,Production
32,Female,Berlin,Data Scientist,1,Junior,1,SQL,48000,0,Full-time,1000,Startup
31,Female,Berlin,Data Scientist,6,Middle,1,SQL,60000,50000,Full-time,1000,Startup
33,Male,Berlin,Data Scientist,7,Middle,1,SQL,68000,48000,Full-time,1000,Production
26,Male,Berlin,Data Scientist,7,Middle,1,SQL,60000,0,Full-time,1000,Startup
33,Male,Berlin,Data Scientist,2,Middle,1,SQL,62000,50000,Full-time,1000,Production
26,Female,Berlin,Data Scientist,4,Middle,4,SQL,45000,45000,Full-time,1000,Startup
28,Female,Berlin,Data Scientist,3,Middle,1,SQL,53000,43000,Full-time,1000,Production
34,Male,Berlin,Data Scientist,10,Senior,1,SQL,75000,65000,Full-time,1000,Production
31,Male,Berlin,Data Scientist,7,Senior,1,SQL,83000,75000,Full-time,1000,Startup
33,Male,Berlin,Software Engineer,6,Middle,1,Swift,63000,60000,Full-time,1000,Production
45,Male,Berlin,Software Engineer,10,Team Lead,1,Swift,77000,66000,Full-time,1000,Production
35,Male,Berlin,Admin,10,Senior,1,Terraform,75000,75000,Full-time,1000,Production
32,Female,Berlin,Software Engineer,9,Middle,4,Terraform,74000,65000,Full-time,1000,Production
31,Male,Berlin,Software Engineer,11,Senior,1,Terraform,81000,75000,Full-time,1000,Startup
32,Male,Berlin,Software Engineer,7,Middle,1,TypeScript,68000,0,Full-time,1000,Startup
29,Male,Berlin,Software Engineer,7,Middle,1,Others,72000,0,Full-time,1000,Production
32,Male,Berlin,Software Engineer,10,Senior,1,TypeScript,105000,80000,Self-employed,1000,Production
30,Male,Berlin,Software Engineer,4,Senior,1,TypeScript,73000,70000,Full-time,1000,Production
24,Male,Berlin,Software Engineer,5,Senior,1,TypeScript,68250,65000,Full-time,1000,Production
33,Male,Berlin,Software Engineer,14,Senior,1,Others,67000,65000,Full-time,1000,Production
30,Male,Berlin,Software Engineer,7,Senior,1,Others,70000,70000,Full-time,1000,Production
30,Male,Berlin,Software Engineer,11,Senior,1,Others,80000,75000,Full-time,1000,Production
35,Male,Berlin,Software Engineer,13,Team Lead,1,TypeScript,103000,92000,Full-time,1000,Startup
29,Female,Berlin,Admin,6,Middle,1,Web Programming,51000,0,Full-time,1000,Startup
34,Male,Berlin,Software Engineer,10,Senior,1,.NET,60000,55000,Full-time,1000+,Production
35,Male,Berlin,Software Engineer,15,Senior,1,.NET,80000,67000,Full-time,1000+,Services
33,Male,Berlin,Software Engineer,10,Senior,1,.NET,62000,57000,Full-time,1000+,Production
34,Male,Berlin,Software Engineer,12,Team Lead,1,.NET,78000,64000,Full-time,1000+,Production
38,Male,Berlin,Software Engineer,16,Senior,1,ABAP,83000,80000,Full-time,1000+,Startup
28,Male,Berlin,Software Engineer,6,Middle,1,Android,85000,0,Full-time,1000+,Production
36,Male,Berlin,Software Engineer,10,Middle,1,Android,68000,65000,Full-time,1000+,Production
34,Male,Berlin,Software Engineer,9,Senior,1,Android,72000,65000,Full-time,1000+,Production
33,Female,Berlin,Software Engineer,13,Middle,2,Angular,47745,47745,full-time,1000+,Production
37,Male,Berlin,Software Engineer,14,Senior,1,Angular,84000,82000,Full-time,1000+,Production
34,Male,Berlin,Software Engineer,10,Senior,1,Angular,68000,68000,Full-time,1000+,Startup
25,Male,Berlin,Software Engineer,6,Middle,2,Apache,100000,73000,Full-time,1000+,Production
32,Male,Berlin,Software Engineer,5,Senior,4,AWS,76000,76000,Full-time,1000+,Startup
33,Male,Berlin,Software Engineer,8,Senior,1,AWS,75000,72500,Full-time,1000+,Services
29,Male,Berlin,Data Scientist,3,Middle,1,Azure,54000,45000,Full-time,1000+,Services
33,Male,Berlin,Admin,10,Senior,1,Business Intelligence,60000,48000,Full-time,1000+,Production
37,Male,Berlin,Software Engineer,15,Senior,2,C,78000,78000,Full-time,1000+,Production
33,Male,Berlin,Software Engineer,10,Team Lead,2,C,95000,75000,Full-time,1000+,Production
24,Male,Berlin,Software Engineer,3,Junior,1,C#,48000,0,Full-time,1000+,Services
39,Male,Berlin,Software Engineer,10,Senior,1,C#,75000,65000,Full-time,1000+,Services
31,Male,Berlin,Software Engineer,9,Senior,3,C#,60000,0,Full-time,1000+,Startup
31,Male,Berlin,Software Engineer,9,Senior,3,C#,60000,0,Full-time,1000+,Startup
35,Male,Berlin,Software Engineer,12,Senior,1,C#,70000,0,Full-time,1000+,Production
35,Female,Berlin,Software Engineer,15,Senior,1,C#,76000,0,Full-time,1000+,Production
20,Male,Berlin,Software Engineer,5,Team Lead,1,C#,240000,0,Full-time,1000+,Production
36,Male,Berlin,Software Engineer,18,Senior,1,C++,98000,98000,Full-time,1000+,Production
35,Male,Berlin,Software Engineer,15,Senior,1,C++,77000,77000,Full-time,1000+,Production
33,Male,Berlin,Software Engineer,25,Senior,1,C++,100000,80000,Self-employed,1000+,Production
32,Male,Berlin,Software Engineer,11,Senior,1,C++,100000,0,Full-time,1000+,Production
33,Male,Berlin,Software Engineer,7,Senior,1,C++,65900,0,Full-time,1000+,Production
29,Male,Berlin,Software Engineer,9,Senior,1,C++,73000,73000,Full-time,1000+,Production
45,Male,Berlin,Software Engineer,25,Team Lead,1,C++,75000,73000,Full-time,1000+,Production
50,Male,Berlin,Software Engineer,29,Team Lead,1,C++,28800,28800,Full-time,1000+,Services
37,Male,Berlin,Software Engineer,15,Senior,1,Services,72000,62000,Full-time,1000+,Production
48,Male,Berlin,Software Engineer,10,Senior,1,Networking,68500,0,Full-time,1000+,Startup
33,Female,Berlin,Software Engineer,12,Senior,1,D Programming,88000,96000,Full-time,1000+,Production
32,Male,Berlin,Software Engineer,10,Team Lead,1,DevOps,100000,0,Full-time,1000+,Production
27,Male,Berlin,Software Engineer,2,Team Lead,1,DWH,90000,97000,Full-time,1000+,Production
28,Female,Berlin,UI/UX Designer,7,Middle,1,Figma,45000,37000,Full-time,1000+,Production
28,Female,Berlin,UI/UX Designer,7,Middle,1,Figma,45000,37000,Full-time,1000+,Production
30,Male,Berlin,Software Engineer,10,Team Lead,1,Frontend,115000,100000,Full-time,1000+,Services
29,Male,Berlin,Software Engineer,8,Senior,1,Golang,70000,70000,Full-time,1000+,Production
27,Male,Berlin,Software Engineer,7,Senior,1,Golang,72000,0,Full-time,1000+,Production
35,Male,Berlin,Software Engineer,8,Senior,1,Golang,90000,85000,Full-time,1000+,Production
27,Male,Berlin,Software Engineer,4,Senior,1,Golang,70000,0,Full-time,1000+,Startup
26,Male,Berlin,Software Engineer,6,Senior,1,Golang,70000,64000,Full-time,1000+,Production
39,Male,Berlin,Software Engineer,19,Senior,1,Golang,87000,82000,Full-time,1000+,Startup
26,Male,Berlin,Software Engineer,8,Team Lead,1,Golang,85000,75000,Full-time,1000+,Production
35,Male,Berlin,Software Engineer,20,Team Lead,1,Golang,85000,75000,Full-time,1000+,Production
36,Male,Berlin,Software Engineer,15,Team Lead,1,Golang,85000,80000,Full-time,1000+,Production
26,Male,Berlin,UI/UX Designer,9,Senior,1,Golang,120000,95000,Full-time,1000+,Production
33,Male,Berlin,Software Engineer,10,Middle,1,iOS,65000,0,Full-time,1000+,Production
31,Male,Berlin,Software Engineer,7,Senior,1,iOS,80000,72500,Full-time,1000+,Production
34,Male,Berlin,Software Engineer,9,Senior,1,iOS,80000,67000,Full-time,1000+,Production
45,Female,Berlin,Admin,15,Team Lead,1,Java,52000,52000,Full-time,1000+,Production
32,Female,Berlin,Data Scientist,10,Middle,1,Java,68000,62000,Full-time,1000+,Production
32,Female,Berlin,Data Scientist,5,Middle,1,Java,50400,50400,Full-time,1000+,Production
35,Male,Berlin,Data Scientist,6,Senior,1,Java,200000,200000,Self-employed,1000+,Startup
39,Male,Berlin,Data Scientist,7,Senior,1,Java,76000,65000,Full-time,1000+,Production
36,Female,Berlin,Data Scientist,14,Team Lead,1,Java,69000,63000,Full-time,1000+,Production
32,Female,Berlin,Data Scientist,10,Team Lead,1,Java,65000,55000,Full-time,1000+,Production
30,Male,Berlin,Software Engineer,5,Middle,1,Java,55000,0,Full-time,1000+,Production
25,Male,Berlin,Software Engineer,6,Middle,1,Java,61500,0,Full-time,1000+,E-commerce
27,Male,Berlin,Software Engineer,5,Middle,1,Java,65000,0,Full-time,1000+,Production
27,Male,Berlin,Software Engineer,5,Middle,1,Java,65000,0,Full-time,1000+,Production
34,Male,Berlin,Software Engineer,6,Middle,2,Java,62000,54000,Full-time,1000+,Services
25,Male,Berlin,Software Engineer,5,Middle,1,Java,80000,0,Full-time,1000+,Startup
33,Female,Berlin,Software Engineer,6,Middle,1,Java,65000,54000,Full-time,1000+,Startup
27,Male,Berlin,Software Engineer,6,Middle,1,Java,82000,94000,Full-time,1000+,Production
25,Male,Berlin,Software Engineer,6,Middle,1,Java,63700,60000,Full-time,1000+,E-commerce
23,Male,Berlin,Software Engineer,3,Middle,1,Java,80000,0,Full-time,1000+,Production
31,Male,Berlin,Software Engineer,4,Middle,1,Java,67000,50000,Full-time,1000+,Production
26,Female,Berlin,Software Engineer,5,Middle,1,Java,65000,0,Full-time,1000+,Production
26,Male,Berlin,Software Engineer,5,Middle,1,Java,72000,65000,Full-time,1000+,Production
38,Male,Berlin,Software Engineer,20,Senior,1,Java,130000,130000,Full-time,1000+,Services
36,Male,Berlin,Software Engineer,10,Senior,2,Java,100000,85000,Full-time,1000+,Production
49,Male,Berlin,Software Engineer,15,Senior,1,Java,67000,66000,Full-time,1000+,Production
30,Male,Berlin,Software Engineer,6,Senior,1,Java,74000,54000,Full-time,1000+,Production
44,Male,Berlin,Software Engineer,12,Senior,1,Java,68000,68000,Full-time,1000+,Production
28,Male,Berlin,Software Engineer,6,Senior,1,Java,65000,60000,Full-time,1000+,Startup
33,Male,Berlin,Software Engineer,7,Senior,2,Java,62000,52000,Full-time,1000+,Services
29,Male,Berlin,Software Engineer,9,Senior,1,Java,85000,66000,Full-time,1000+,Production
32,Male,Berlin,Software Engineer,12,Senior,1,Java,83000,75000,Full-time,1000+,Production
33,Male,Berlin,Software Engineer,10,Senior,1,Java,90000,78000,Full-time,1000+,Production
30,Male,Berlin,Software Engineer,10,Senior,1,Java,70000,70000,Full-time,1000+,Startup
33,Male,Berlin,Software Engineer,16,Senior,1,Java,83000,80000,Full-time,1000+,Production
31,Male,Berlin,Software Engineer,8,Senior,2,Java,77000,72000,Full-time,1000+,Production
29,Male,Berlin,Software Engineer,5,Senior,1,Java,70000,0,Full-time,1000+,Production
30,Male,Berlin,Software Engineer,7,Senior,1,Java,86000,82600,Full-time,1000+,Production
33,Male,Berlin,Software Engineer,9,Senior,1,Java,81900,0,Full-time,1000+,Startup
31,Male,Berlin,Software Engineer,12,Senior,1,Java,60000,55000,Full-time,1000+,Production
35,Male,Berlin,Software Engineer,15,Senior,1,Java,85000,85000,Full-time,1000+,Production
38,Male,Berlin,Software Engineer,12,Senior,1,Java,92000,85000,Full-time,1000+,Production
31,Male,Berlin,Software Engineer,4,Senior,1,Java,69000,65000,Full-time,1000+,Production
30,Male,Berlin,Software Engineer,11,Senior,2,Java,90000,80000,Full-time,1000+,Production
34,Male,Berlin,Software Engineer,14,Team Lead,1,Java,95000,90000,Full-time,1000+,Production
38,Male,Berlin,Software Engineer,13,Team Lead,1,Java,89570,82240,Full-time,1000+,Production
33,Male,Berlin,Software Engineer,9,Team Lead,1,Java,75000,0,Full-time,1000+,Startup
34,Male,Berlin,Software Engineer,15,Team Lead,1,Java,80000,76000,Full-time,1000+,Production
31,Male,Berlin,Software Engineer,4,Team Lead,1,Java,95000,89000,Full-time,1000+,Startup
43,Male,Berlin,Software Engineer,20,Team Lead,1,Java,105000,105000,Full-time,1000+,Production
40,Male,Berlin,Software Engineer,20,Team Lead,1,Java,80000,0,Full-time,1000+,Startup
33,Male,Berlin,Software Engineer,15,Team Lead,1,Java,85000,80000,Full-time,1000+,Production
34,Male,Berlin,Software Engineer,14,Team Lead,1,Java,95000,92000,Full-time,1000+,Production
44,Male,Berlin,Admin,15,Team Lead,2,JavaScript,72000,72000,Full-time,1000+,Production
42,Female,Berlin,Data Scientist,10,Middle,2,JavaScript,42000,32000,Full-time,1000+,Startup
34,Male,Berlin,Data Scientist,10,Senior,1,JavaScript,70000,65000,Full-time,1000+,Production
32,Male,Berlin,Data Scientist,10,Senior,1,JavaScript,81000,81000,Full-time,1000+,Production
28,Male,Berlin,Software Engineer,2,Junior,1,JavaScript,47000,46000,Full-time,1000+,Research Institute
24,Male,Berlin,Software Engineer,2,Junior,1,JavaScript,50000,35000,Full-time,1000+,Production
37,Male,Berlin,Software Engineer,6,Middle,1,JavaScript,57000,0,Full-time,1000+,Production
40,Male,Berlin,Software Engineer,7,Middle,1,JavaScript,54000,54000,Full-time,1000+,Production
23,Male,Berlin,Software Engineer,4,Middle,1,JavaScript,70500,58000,Full-time,1000+,Production
25,Female,Berlin,Software Engineer,4,Middle,2,JavaScript,60000,0,Full-time,1000+,Startup
23,Male,Berlin,Software Engineer,3,Middle,1,JavaScript,60000,52000,Full-time,1000+,Production
29,Male,Berlin,Software Engineer,5,Middle,1,JavaScript,66000,60000,Full-time,1000+,Production
28,Male,Berlin,Software Engineer,3,Middle,1,JavaScript,55000,42000,Full-time,1000+,Startup
29,Male,Berlin,Software Engineer,8,Senior,1,JavaScript,82500,65000,Full-time,1000+,Production
25,Male,Berlin,Software Engineer,5,Senior,1,JavaScript,65000,0,Full-time,1000+,Production
29,Male,Berlin,Software Engineer,8,Senior,2,JavaScript,69000,0,Full-time,1000+,Production
36,Male,Berlin,Software Engineer,14,Senior,1,JavaScript,78000,70000,Full-time,1000+,Startup
35,Male,Berlin,Software Engineer,10,Senior,1,JavaScript,75000,70000,Full-time,1000+,Startup
29,Male,Berlin,Software Engineer,9,Senior,2,JavaScript,74000,0,Full-time,1000+,Startup
25,Male,Berlin,Software Engineer,6,Senior,2,JavaScript,71750,66000,Full-time,1000+,Production
32,Male,Berlin,Software Engineer,13,Senior,1,JavaScript,70000,65000,Full-time,1000+,Production
30,Male,Berlin,Software Engineer,6,Senior,1,JavaScript,79000,77000,Full-time,1000+,Production
28,Male,Berlin,Software Engineer,6,Senior,1,JavaScript,75000,60000,Full-time,1000+,Startup
35,Male,Berlin,Software Engineer,20,Senior,1,JavaScript,100000,90000,Full-time,1000+,Production
28,Female,Berlin,Software Engineer,5,Senior,1,JavaScript,64000,60000,Full-time,1000+,Production
39,Male,Berlin,Software Engineer,12,Team Lead,1,JavaScript,82000,80000,Full-time,1000+,Production
32,Male,Berlin,Software Engineer,13,Team Lead,1,JavaScript,83000,80000,Full-time,1000+,Production
35,Male,Berlin,Software Engineer,12,Middle,1,Kotlin,75000,74000,Full-time,1000+,Production
43,Male,Berlin,Software Engineer,5,Senior,1,Kotlin,72000,68000,Full-time,1000+,Production
30,Male,Berlin,Software Engineer,11,Senior,1,Kotlin,55000,55000,Full-time,1000+,Startup
32,Female,Berlin,Software Engineer,7,Senior,1,Kotlin,63000,55000,Full-time,1000+,Production
31,Male,Berlin,Software Engineer,6,Senior,1,Kotlin,90000,80000,Full-time,1000+,Production
34,Male,Berlin,Software Engineer,14,Senior,1,Kotlin,95000,90000,Full-time,1000+,Production
34,Male,Berlin,Software Engineer,12,Senior,1,Kotlin,75000,72000,Full-time,1000+,Production
34,Male,Berlin,Software Engineer,13,Team Lead,1,Kotlin,85000,0,Full-time,1000+,Production
34,Male,Berlin,Software Engineer,14,Team Lead,1,Kotlin,96000,85000,Full-time,1000+,Startup
37,Male,Berlin,Software Engineer,12,Team Lead,2,Kotlin,90000,84000,Full-time,1000+,Production
28,Male,Berlin,Admin,6,Middle,1,Kuberenetes,66000,66000,Full-time,1000+,Production
26,Male,Berlin,Software Engineer,5,Middle,3,Kuberenetes,72000,60000,Full-time,1000+,Startup
34,Male,Berlin,Software Engineer,12,Team Lead,1,Kuberenetes,94000,92000,Full-time,1000+,Production
41,Male,Berlin,Software Engineer,20,Senior,4,Linux,58800,56400,Full-time,1000+,Services
32,Male,Berlin,Software Engineer,10,Senior,1,Node JS,80000,72000,Full-time,1000+,Startup
34,Male,Berlin,Software Engineer,15,Team Lead,1,Node JS,100000,92000,Full-time,1000+,Production
30,Male,Berlin,Admin,3,Junior,1,Others,30000,0,Full-time,1000+,Production
30,Male,Berlin,Admin,3,Junior,1,Others,30000,0,Full-time,1000+,Production
22,Female,Berlin,Admin,4,Middle,1,Others,39000,39000,Full-time,1000+,Startup
33,Male,Berlin,Admin,5,Middle,1,Others,70000,0,Full-time,1000+,Production
37,Male,Berlin,Admin,6,Middle,1,Others,47400,44000,Full-time,1000+,Services
32,Female,Berlin,Admin,8,Middle,1,Others,55000,0,Full-time,1000+,Services
30,Male,Berlin,Admin,7,Senior,1,Others,150000,0,Full-time,1000+,Startup
40,Male,Berlin,Admin,13,Senior,1,Others,90000,75000,Full-time,1000+,Production
40,Male,Berlin,Admin,13,Senior,1,Others,90000,75000,Full-time,1000+,Production
40,Male,Berlin,Admin,13,Senior,1,Others,90000,75000,Full-time,1000+,Production
36,Female,Berlin,Admin,11,Senior,1,Others,70000,55000,Full-time,1000+,Production
31,Female,Berlin,Admin,10,Senior,1,Others,60000,0,Full-time,1000+,Production
36,Male,Berlin,Admin,10,Senior,1,Others,85000,80000,Full-time,1000+,Production
39,Male,Berlin,Admin,10,Team Lead,1,Others,120000,120000,Full-time,1000+,Production
33,Male,Berlin,Admin,10,Team Lead,1,Others,85000,70000,Full-time,1000+,Startup
33,Female,Berlin,Data Scientist,8,Senior,1,Others,50000,42000,Full-time,1000+,Startup
31,Male,Berlin,Data Scientist,10,Senior,1,Others,60000,67500,Full-time,1000+,Production
31,Male,Berlin,Data Scientist,6,Senior,1,Others,78000,76000,Full-time,1000+,E-commerce
30,Male,Berlin,Data Scientist,6,Senior,1,Others,72000,65000,Full-time,1000+,Startup
33,Male,Berlin,Data Scientist,10,Senior,1,Others,90000,0,Full-time,1000+,Production
32,Male,Berlin,Software Engineer,9,Team Lead,1,Others,95000,0,Full-time,1000+,Production
30,Male,Berlin,Software Engineer,9,Team Lead,1,Others,90000,81000,Full-time,1000+,Production
35,Female,Berlin,UI/UX Designer,15,Middle,1,Others,53000,0,Full-time,1000+,Production
29,Male,Berlin,UI/UX Designer,6,Middle,1,Others,56000,54000,Full-time,1000+,Startup
28,Male,Berlin,UI/UX Designer,11,Senior,1,Others,75000,66000,Full-time,1000+,Production
28,Female,Berlin,UI/UX Designer,5,Senior,1,Others,60000,0,Full-time,1000+,Production
35,Male,Berlin,UI/UX Designer,10,Senior,1,Others,50400,50400,Full-time,1000+,Services
28,Female,Berlin,UI/UX Designer,5,Senior,1,Others,60000,0,Full-time,1000+,Services
38,Male,Berlin,Software Engineer,8,Senior,1,Perl,64000,64000,Full-time,1000+,Production
26,Male,Berlin,Software Engineer,2,Junior,1,PHP,25000,25000,Full-time,1000+,Production
29,Male,Berlin,Software Engineer,8,Middle,1,PHP,55000,0,Full-time,1000+,Startup
30,Male,Berlin,Software Engineer,10,Middle,1,PHP,56000,0,Full-time,1000+,Production
29,Male,Berlin,Software Engineer,5,Middle,1,PHP,56000,0,Full-time,1000+,Production
32,Male,Berlin,Software Engineer,6,Middle,1,PHP,58000,0,Full-time,1000+,Production
29,Female,Berlin,Software Engineer,5,Middle,1,PHP,55000,47000,Full-time,1000+,Startup
42,Male,Berlin,Software Engineer,18,Middle,1,PHP,53000,0,Full-time,1000+,Production
37,Male,Berlin,Software Engineer,12,Middle,1,PHP,65000,65000,Full-time,1000+,Production
38,Male,Berlin,Software Engineer,15,Middle,2,PHP,40700,20000,Full-time,1000+,Services
33,Male,Berlin,Software Engineer,10,Senior,1,PHP,100000,84000,Full-time,1000+,Production
27,Male,Berlin,Software Engineer,8,Senior,1,PHP,60000,55000,Full-time,1000+,Production
32,Male,Berlin,Software Engineer,8,Senior,1,PHP,65000,60000,Full-time,1000+,Production
37,Male,Berlin,Software Engineer,10,Senior,1,PHP,55000,55000,Full-time,1000+,Startup
40,Male,Berlin,Software Engineer,18,Senior,1,PHP,60000,60000,Full-time,1000+,Production
28,Male,Berlin,Software Engineer,9,Senior,1,PHP,60000,45000,Full-time,1000+,Production
45,Male,Berlin,Software Engineer,30,Senior,1,PHP,55000,55000,Full-time,1000+,Startup
35,Male,Berlin,Software Engineer,13,Senior,1,PHP,68000,68000,Full-time,1000+,Production
33,Male,Berlin,Software Engineer,12,Team Lead,1,PHP,90000,0,Full-time,1000+,Production
35,Female,Berlin,Data Scientist,3,Middle,1,Power BI,55000,45000,Full-time,1000+,Production
37,Male,Berlin,Admin,12,Senior,1,Python,90000,85000,Full-time,1000+,Services
39,Male,Berlin,Admin,11,Senior,1,Python,180000,130000,Full-time,1000+,Production
34,Female,Berlin,Admin,13,Senior,1,Python,108000,90000,Full-time,1000+,Production
35,Male,Berlin,Admin,16,Senior,1,Python,100000,100000,Full-time,1000+,Production
27,Male,Berlin,Admin,5,Team Lead,3,Python,90000,75000,Full-time,1000+,Startup
29,Female,Berlin,Data Scientist,1,Junior,1,Python,20000,0,Full-time,1000+,Production
26,Male,Berlin,Data Scientist,2,Junior,1,Python,55000,0,Full-time,1000+,Production
31,Male,Berlin,Data Scientist,4,Junior,1,Python,62000,50000,Full-time,1000+,Production
26,Female,Berlin,Data Scientist,2,Junior,1,Python,47000,0,Full-time,1000+,Services
25,Male,Berlin,Data Scientist,1,Junior,3,Python,51000,0,Full-time,1000+,Production
33,Female,Berlin,Data Scientist,1,Junior,1,Python,55000,0,Full-time,1000+,Production
28,Male,Berlin,Data Scientist,1,Junior,1,Python,48000,0,Full-time,1000+,Startup
24,Male,Berlin,Data Scientist,1,Junior,1,Python,11500,0,Werkstudent,1000+,Services
27,Male,Berlin,Data Scientist,1,Junior,1,Python,40000,34000,Full-time,1000+,Services
37,Male,Berlin,Data Scientist,3,Junior,1,Python,67000,0,Full-time,1000+,Production
30,Female,Berlin,Data Scientist,5,Middle,1,Python,51000,46000,Full-time,1000+,Startup
42,Female,Berlin,Data Scientist,20,Middle,1,Python,55000,0,Full-time,1000+,Production
29,Male,Berlin,Data Scientist,5,Middle,1,Python,68000,55000,Full-time,1000+,Startup
27,Male,Berlin,Data Scientist,6,Middle,1,Python,82000,78000,Full-time,1000+,Production
26,Male,Berlin,Data Scientist,2,Middle,1,Python,54000,31000,Full-time,1000+,Production
27,Female,Berlin,Data Scientist,1,Middle,2,Python,63000,42000,Full-time,1000+,Production
30,Male,Berlin,Data Scientist,6,Middle,1,Python,65000,0,Full-time,1000+,Production
31,Male,Berlin,Data Scientist,7,Middle,1,Python,80000,65000,Full-time,1000+,Production
26,Male,Berlin,Data Scientist,4,Middle,1,Python,60000,60000,Full-time,1000+,E-commerce
28,Male,Berlin,Data Scientist,6,Middle,1,Python,83000,75000,Full-time,1000+,Production
33,Male,Berlin,Data Scientist,11,Middle,1,Python,68000,0,Full-time,1000+,Production
27,Male,Berlin,Data Scientist,6,Middle,1,Python,74000,70000,Full-time,1000+,Production
37,Female,Berlin,Data Scientist,8,Middle,1,Python,67000,0,Full-time,1000+,Startup
26,Male,Berlin,Data Scientist,4,Middle,1,Python,55000,45000,Full-time,1000+,Production
28,Female,Berlin,Data Scientist,4,Middle,1,Python,73700,67000,Full-time,1000+,Production
31,Male,Berlin,Data Scientist,5,Middle,1,Python,77500,54000,Full-time,1000+,Production
38,Male,Berlin,Data Scientist,17,Middle,1,Python,68500,62400,Full-time,1000+,Production
23,Male,Berlin,Data Scientist,4,Middle,1,Python,45000,0,Full-time,1000+,Production
40,Female,Berlin,Data Scientist,16,Middle,1,Python,65000,57000,Full-time,1000+,Startup
29,Male,Berlin,Data Scientist,6,Senior,1,Python,92000,75000,Full-time,1000+,Production
33,Male,Berlin,Data Scientist,4,Senior,1,Python,105000,85000,Full-time,1000+,Services
37,Female,Berlin,Data Scientist,7,Senior,1,Python,75000,0,Full-time,1000+,Startup
32,Male,Berlin,Data Scientist,10,Senior,1,Python,110000,85000,Full-time,1000+,Services
42,Male,Berlin,Data Scientist,20,Senior,1,Python,80000,66000,Full-time,1000+,Production
34,Male,Berlin,Data Scientist,12,Senior,1,Python,90000,80000,Full-time,1000+,Production
30,Female,Berlin,Data Scientist,6,Senior,1,Python,76000,63000,Full-time,1000+,Production
38,Male,Berlin,Data Scientist,15,Senior,1,Python,56000,56000,Full-time,1000+,Production
34,Male,Berlin,Data Scientist,6,Senior,1,Python,80000,76000,Full-time,1000+,Production
